commune,id,nom,adresse,ien,niveau,descriptif,page,ENS.CL.MA_nbV,ENS.CL.ELE_nbV,T.R.S._nbV,ENS.CL.MA_nbSV,ENS.CL.ELE_nbSV,T.R.S._nbSV
FONSORBES,*0311652C*,E.M.PU LE TRÉPADE,PLACE DU TREPADE FONSORBES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.M.PU,;788 DIR.EC.MAT 0121 8 CLASSES 100 %            1.00;2459 ENS.CL.MA ECMA SANS SPEC.100 %             7.00,79,NA,NA,NA,7,NA,NA
FONTENILLES,*0310475Y*,E.E.PU,RUE DU 19 MARS 1962 FONTENILLES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.E.PU,;346 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;905 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1651 ENS.CL.ELE ECEL SANS SPEC.100 %            8.00;2048 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,80,NA,NA,NA,NA,1,NA
FONTENILLES,*0311761W*,E.M.PU,RUE DU 19 MARS 1962 FONTENILLES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.M.PU,;736 DIR.EC.MAT 0121 6 CLASSES 100 %            1.00;2502 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,80,NA,NA,NA,5,NA,NA
FONTENILLES,*0312748U*,E.P.PU GÉNIBRAT,LIEU-DIT GENIBRAT FONTENILLES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,E.P.PU,;479 DIR.EC.ELE 0119 16 CLASSES100 %            1.00;1096 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1308 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1992 ENS.CL.ELE ECEL SANS SPEC.100 %            8.00;2195 ENS.CL.ELE ECEL ANGLAIS      100 % 1.00    1.00;2640 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,80,NA,1,NA,5,1,NA
FOS,*0310477A*,E.E.PU,VILLAGE FOS Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;16 DIR.EC.ELE 0119 1 CLASSE 100 %     1.00,80,NA,NA,NA,NA,NA,NA
FOURQUEVAUX,*0310478B*,E.P.PU JEAN-PAUL LAURENS,CHEMIN DE RESTES FOURQUEVAUX Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 10 CASTANET-TOLO,E.P.PU,;100 DIR.EC.ELE 0119 3 CLASSES 100 %            1.00;2049 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2338 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,80,NA,NA,NA,1,1,NA
FRANCON,*0310482F*,E.E.PU,VILLAGE FRANCON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.E.PU,;17 DIR.EC.ELE 0119 1 CLASSE 100 %             1.00,80,NA,NA,NA,NA,NA,NA
FRANQUEVIELLE,*0310484H*,E.M.PU,VILLAGE FRANQUEVIELLE Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.M.PU,;489 DIR.EC.MAT 0121 1 CLASSE 100 %             1.00,81,NA,NA,NA,NA,NA,NA
FRONTON,*0312719M*,E.M.PU BALOCHAN,RUE DE BALOCHAN FRONTON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.M.PU,;640 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;1306 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;2637 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,81,NA,NA,NA,3,NA,NA
FRONTON,*0311786Y*,E.E.PU JEAN DE LA FONTAINE,2 RUE DU BALOCHAN FRONTON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.E.PU,;351 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;1017 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1238 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00 REMP EN FC + MALADIE;1402 CLIS.1.MEN CHME OPTION D 100 %     1.00;1875 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    5.00;2135 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00;2871 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,81,NA,NA,NA,NA,2,NA
FRONTON,*0311388R*,E.M.PU JOSEPHINE GARRIGUES,49 AVENUE ADRIEN ESCUDIER FRONTON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.M.PU,;589 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;1206 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;2423 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    2.00,81,1,NA,NA,2,NA,NA
FRONTON,*0312923J*,E.E.PU MARIANNE,ROUTE DE VILLAUDRIC FRONTON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.E.PU,;319 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;2015 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2211 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00,81,NA,NA,2,NA,2,8
FROUZINS,*0311664R*,E.E.PU ANATOLE FRANCE,89 BOULEVARD DE LA MEDITERRANE FROUZINS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.E.PU,;481 DIR.EC.ELE 0119 17 CLASSES100 %            1.00;1003 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00,81,NA,NA,NA,NA,NA,NA
FROUZINS,*0311664R*,E.E.PU ANATOLE FRANCE,89 BOULEVARD DE LA MEDITERRANE FROUZINS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.E.PU,;1570 ENS.APP.EL EAPL APPLICAT 100 %     1.00;1854 ENS.CL.ELE ECEL SANS SPEC.100 %           13.00;2126 ENS.CL.ELE ECEL ANGLAIS     100 %          2.00;2866 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,82,NA,NA,NA,NA,2,NA
FROUZINS,*0311665S*,E.M.PU GEORGE SAND,85 BOULEVARD DE LA MEDITERRANE FROUZINS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.M.PU,;789 DIR.EC.MAT 0121 8 CLASSES 100 %            1.00;1223 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;2469 ENS.CL.MA ECMA SANS SPEC.100 %             7.00,82,NA,NA,NA,7,NA,NA
FROUZINS,*0312409A*,E.P.PU MARIE ET PIERRE CURIE,15 AVENUE JEAN-PIERRE SABATIER FROUZINS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 16 TOURNEFEUILLE,E.P.PU,;450 DIR.EC.ELE 0119 14 CLASSES100 %            1.00;1081 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1292 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1955 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    7.00;2603 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,82,NA,1,NA,5,7,NA
GAGNAC SUR GARONNE,*0310493T*,E.E.PU JEAN DE CRUZEL,8 RUE DE LA GRAVETTE GAGNAC SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 18 BLAGNAC,E.E.PU,;282 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;1140 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1377 CLIS.1.MEN CHME OPTION D 100 %     1.00;1653 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00;2051 ENS.CL.ELE ECEL ANGLAIS     100 %          2.00,82,NA,NA,NA,NA,2,NA
GAGNAC SUR GARONNE,*0311791D*,E.M.PU LE CHÊNE VERT,4 RUE DU CHENE VERT GAGNAC SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 18 BLAGNAC,E.M.PU,;610 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2511 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,82,NA,NA,NA,3,NA,NA
GAILLAC TOULZA,*0310496W*,E.P.PU,6 CHEMIN ESPERCE GAILLAC TOULZA Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 11 MURET,E.P.PU,;171 DIR.EC.ELE 0119 5 CLASSES 100 %           1.00;1654 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2339 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,83,NA,NA,NA,2,2,NA
GANTIES,*0312576G*,E.E.PU,VILLAGE GANTIES Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;41 DIR.EC.ELE 0119 1 CLASSE 100 %            1.00,83,NA,NA,NA,NA,NA,NA
GARAC,*0310499Z*,E.E.PU,BOURG GARAC Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 26 LÉGUEVIN,E.E.PU,;52 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;1655 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00,83,NA,NA,NA,NA,1,11
GARDOUCH,*0310500A*,E.P.PU CLAUDE NOUGARO,1 AVENUE TOLOSANE GARDOUCH Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 9 VILLEFRANCHE DE LAUI,E.P.PU,;214 DIR.EC.ELE 0119 6 CLASSES 100 %           1.00;907 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1656 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2052 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2340 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,83,NA,NA,NA,2,1,NA
GARGAS,*0310501B*,E.E.PU,CHEMIN D'ENFOURNIEL GARGAS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 6 CASTELGINEST,E.E.PU,;53 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;1141 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1657 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00,83,NA,NA,NA,NA,1,NA
GARIDECH,*0312618C*,E.M.PU,RUE DE LA COMMANDERIE GARIDECH Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.M.PU,;570 DIR.EC.MAT 0121 3 CLASSES 100 %           1.00;2625 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,83,NA,NA,NA,2,NA,NA
GARIDECH,*0310502C*,E.E.PU DU CHÊNE,RUE VIEILLE COTE GARIDECH Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.E.PU,;215 DIR.EC.ELE 0119 6 CLASSES 100 %           1.00;1658 ENS.CL.ELE ECEL SANS SPEC.100 %            3.00;2053 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00,84,NA,NA,NA,NA,1,NA
GAURE,*0310505F*,E.E.PU,PLACE DE LA MAIRIE GAURE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.E.PU,;54 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;1659 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00,84,NA,NA,NA,NA,1,NA
GENSAC SUR GARONNE,*0312072J*,E.E.PU,BOURG GENSAC SUR GARONNE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.E.PU,;82 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;2226 ENS.CL.ELE ECEL ESPAGNOL 100 %             1.00,84,NA,NA,NA,NA,1,14
GIBEL,*0310509K*,E.E.PU,7 ALLEE DES PLATANES GIBEL Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 9 VILLEFRANCHE DE LAUI,E.E.PU,;1660 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00,84,NA,NA,NA,NA,2,NA
GOURDAN POLIGNAN,*0310514R*,E.E.PU,19 RUE RENE ARNAUD GOURDAN POLIGNAN Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;101 DIR.EC.ELE 0119 3 CLASSES 100 %           1.00;908 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1142 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00 REMP EN FC + MALADIE;1661 ENS.CL.ELE ECEL SANS SPEC.100 %            1.00;2054 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00,84,NA,NA,NA,NA,1,NA
GOURDAN POLIGNAN,*0311117W*,E.M.PU,15 RUE R. ARNAUD GOURDAN POLIGNAN Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.M.PU,;509 DIR.EC.MAT 0121 2 CLASSES 100 %           1.00;2406 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,84,NA,NA,NA,1,NA,NA
GOYRANS,*0310517U*,E.E.PU,PLACE DES MARRONNIERS GOYRANS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.E.PU,;102 DIR.EC.ELE 0119 3 CLASSES 100 %            1.00;1143 TIT.R.BRIG 2585 SANS SPEC.100 %    1.00;1662 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00,85,NA,NA,NA,NA,2,NA
GOYRANS,*0312102S*,E.M.PU,205 CHEMIN DES CRETES GOYRANS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 14 PORTET SUR GARONNEI,E.M.PU,;516 DIR.EC.MAT 0121 2 CLASSES 100 %            1.00;2561 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,85,NA,NA,NA,1,NA,NA
GRAGNAGUE,*0312387B*,E.P.PU,ROUTE DE BEAUPUY GRAGNAGUE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 8 LANTA,E.P.PU,;363 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;1078 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1951 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2175 ENS.CL.ELE ECEL ANGLAIS     100 %          1.00;2598 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,85,NA,NA,NA,3,1,NA
GRATENS,*0310519W*,E.P.PU,VILLAGE GRATENS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 12 RIEUX-VOLVES,E.P.PU,;172 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;1663 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2341 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,85,NA,NA,NA,2,2,NA
GRATENTOUR,*0311893P*,E.E.PU MAURICE SAQUER,ROUTE DE BRUGUIERES GRATENTOUR Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 6 CASTELGINEST,E.E.PU,;387 DIR.EC.ELE 0119 11 CLASSES100 %            1.00;1022 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1245 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1879 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    9.00,85,NA,1,NA,NA,9,NA
GRATENTOUR,*0311892N*,E.M.PU MAURICE SAQUER,5 ROUTE DE BRUGUIERES GRATENTOUR Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 6 CASTELGINEST,E.M.PU,;694 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2531 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,85,NA,NA,NA,4,NA,NA
GRAZAC,*0312517T*,E.M.PU,PLACE DU VILLAGE GRAZAC Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 11 MURET,E.M.PU,;523 DIR.EC.MAT 0121 2 CLASSES 100 %            1.00;2617 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,86,NA,NA,NA,1,NA,NA
GRENADE,*0312127U*,SEGPA CLG GRAND SELVE,RUE DES SPORTS GRENADE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,SEGPA,;2747 E1D SEGPA ISES OPTION F 100 %      1.00    5.00,86,NA,NA,NA,NA,NA,NA
GRENADE,*0312789N*,IEN    HAUTE GARONNE 23 GRENAD,10 A ALLEE ALSACE LORRAINE GRENADE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,IEN,;1459 CP.ADJ.IEN CPC SANS SPEC.100 %     1.00;1484 CP.EPS       CPEP SANS SPEC.100 %          1.00,86,NA,NA,NA,NA,NA,NA
GRENADE,*0310523A*,E.E.PU JEAN-CLAUDE GOUZE,RUE DU PORT HAUT GRENADE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.E.PU,;399 DIR.EC.ELE 0119 12 CLASSES100 %            1.00;909 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1664 ENS.CL.ELE ECEL SANS SPEC.100 %           10.00;2055 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00;2934 REG.ADAP     RGA OPTION E 100 %    1.00,86,NA,NA,NA,NA,1,NA
GRENADE,*0312388C*,E.M.PU JEAN-CLAUDE GOUZE,RUE DU PORT HAUT GRENADE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.M.PU,;742 DIR.EC.MAT 0121 6 CLASSES 100 %            1.00;2599 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,86,NA,NA,NA,5,NA,NA
GRENADE,*0310173V*,E.P.PU LA BASTIDE,RUE DE L'EGALITE GRENADE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.P.PU,;455 DIR.EC.ELE 0119 15 CLASSES100 %            1.00;875 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1370 CLIS.1.MEN CHME OPTION D 100 %             1.00;1590 ENS.CL.ELE ECEL SANS SPEC.100 %            6.00;2022 ENS.CL.ELE ECEL ANGLAIS      100 %         3.00;2253 ENS.CL.MA ECMA SANS SPEC.100 %             4.00;2827 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,86,NA,NA,NA,4,3,NA
GRENADE,*0312205D*,E.M.PU LES GAROSSES,2 RUE NEUVE GRENADE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.M.PU,;519 DIR.EC.MAT 0121 2 CLASSES 100 %           1.00;2579 ENS.CL.MA ECMA SANS SPEC.100 %            1.00,87,NA,NA,NA,1,NA,NA
GREPIAC,*0310526D*,E.P.PU,RUE DE LA GLEISETTE GREPIAC Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 9 VILLEFRANCHE DE LAUI,E.P.PU,;173 DIR.EC.ELE 0119 5 CLASSES 100 %           1.00;1665 ENS.CL.ELE ECEL SANS SPEC.100 %           1.00;2056 ENS.CL.ELE ECEL ANGLAIS     100 %         1.00;2342 ENS.CL.MA ECMA SANS SPEC.100 %            2.00,87,NA,NA,NA,2,NA,NA
HUOS,*0310530H*,E.E.PU,15 RUE DES ECOLES HUOS Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.E.PU,;55 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;1666 ENS.CL.ELE ECEL SANS SPEC.100 %           1.00,87,NA,NA,NA,NA,NA,NA
ISSUS,*0310533L*,E.P.PU,VILLAGE ISSUS Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 9 VILLEFRANCHE DE LAUI,E.P.PU,;103 DIR.EC.ELE 0119 3 CLASSES 100 %           1.00;1667 ENS.CL.ELE ECEL SANS SPEC.100 %           1.00;2343 ENS.CL.MA ECMA SANS SPEC.100 %            1.00,87,NA,NA,NA,1,NA,NA
IZAUT DE L HOTEL,*0310534M*,E.P.PU,RUE DES PYRENEES IZAUT DE L HOTEL Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 25 HAUT COMMINGES,E.P.PU,;56 DIR.EC.ELE 0119 2 CLASSES 100 %           1.00;2344 ENS.CL.MA ECMA SANS SPEC.100 %            1.00,87,NA,NA,NA,1,NA,NA
L ISLE EN DODON,*0311703H*,E.E.PU,RUE DES ECOLES L ISLE EN DODON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.E.PU,;159 DIR.EC.ELE 0119 4 CLASSES 100 %           1.00;1009 TIT.R.ZIL 2584 SANS SPEC.100 %            1.00;1231 TIT.R.BRIG 2585 SANS SPEC.100 %           1.00 REMP EN FC + MALADIE;1862 ENS.CL.ELE ECEL SANS SPEC.100 %   1.00    2.00,87,NA,NA,NA,NA,NA,NA
L ISLE EN DODON,*0310174W*,E.M.PU,RUE DES ECOLES L ISLE EN DODON Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.M.PU,;502 DIR.EC.MAT 0121 2 CLASSES 100 %            1.00;2254 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,88,NA,NA,NA,1,NA,NA
L UNION,*0312199X*,E.E.PU BELBÈZE LES TOULOUSE,9 RUE DU VIGNEMALE L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.E.PU,;313 DIR.EC.ELE 0119 8 CLASSES 100 %            1.00;1061 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1927 ENS.CL.ELE ECEL SANS SPEC.100 %            5.00;2159 ENS.CL.ELE ECEL ANGLAIS      100 %         2.00,88,NA,NA,NA,NA,2,NA
L UNION,*0311399C*,E.M.PU BELBÈZE LES TOULOUSE,RUE DE VIGNEMALE L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.M.PU,;590 DIR.EC.MAT 0121 4 CLASSES 100 %            1.00;2433 ENS.CL.MA ECMA SANS SPEC.100 %             3.00,88,NA,NA,NA,3,NA,NA
L UNION,*0312098M*,E.E.PU BORDE D'OLIVIER,14 AVENUE DES HORTENSIAS L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.E.PU,;356 DIR.EC.ELE 0119 10 CLASSES100 %            1.00;1035 TIT.R.ZIL 2584 SANS SPEC.100 %             1.00;1259 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1898 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    8.00;2875 PSY.RESEAU PSYR SANS SPEC.100 %            1.00,88,NA,1,NA,NA,8,NA
L UNION,*0310246Z*,E.M.PU BORDE D'OLIVIER,14 AVENUE DES HORTENSIAS L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.M.PU,;665 DIR.EC.MAT 0121 5 CLASSES 100 %            1.00;2316 ENS.CL.MA ECMA SANS SPEC.100 %             4.00,88,NA,NA,NA,4,NA,NA
L UNION,*0311329B*,SEGPA CLG GEORGES CHAUMETON,9 BIS AVENUE DES PYRENEES L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 21 TLSE ASH2,SEGPA,;2736 E1D SEGPA ISES OPTION F 100 %              3.00,88,NA,NA,NA,NA,NA,NA
L UNION,*0312097L*,E.E.PU MONTIZALGUIER,RUE DE GUETARY L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.E.PU,;200 DIR.EC.ELE 0119 5 CLASSES 100 %            1.00;1034 TIT.R.ZIL 2584 SANS SPEC.100 %     1.00;1897 ENS.CL.ELE ECEL SANS SPEC.100 %            4.00,89,NA,NA,NA,NA,4,NA
L UNION,*0312101R*,E.M.PU MONTIZALGUIER,RUE DE GUETARY L UNION Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 7 ROUFFIAC-TOLOSAN,E.M.PU,;558 DIR.EC.MAT 0121 3 CLASSES 100 %            1.00;2560 ENS.CL.MA ECMA SANS SPEC.100 %     1.00    1.00,89,1,NA,NA,1,NA,NA
LA MAGDELAINE SUR TARN,*0310616B*,E.P.PU,PLACE DU SOUVENIR LA MAGDELAINE SUR TARN Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 23 GRENADE,E.P.PU,;217 DIR.EC.ELE 0119 6 CLASSES 100 %            1.00;1155 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1694 ENS.CL.ELE ECEL SANS SPEC.100 %            3.00;2355 ENS.CL.MA ECMA SANS SPEC.100 %             2.00,89,NA,NA,NA,2,3,NA
LA SALVETAT ST GILLES,*0312613X*,SEGPA CLG GALILEE,2 RUE ANDRE GIDE LA SALVETAT ST GILLES Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 15 FONSORBES,SEGPA,;2748 E1D SEGPA ISES OPTION F 100 %              4.00,89,NA,NA,NA,NA,NA,NA
LA SALVETAT ST GILLES,*0310883S*,E.E.PU CONDORCET,PLACE GEORGES BRASSENS LA SALVETAT ST GILLES Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 26 LÉGUEVIN,E.E.PU,;403 DIR.EC.ELE 0119 12 CLASSES100 %            1.00;950 TIT.R.ZIL 2584 SANS SPEC.100 %             2.00;1779 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    8.00;2216 ENS.CL.ELE ECEL ESPAGNOL 100 %             2.00,89,NA,NA,NA,NA,2,NA
LA SALVETAT ST GILLES,*0312235L*,E.M.PU LES PETITS LUTINS,RUE DE LA NESTE LA SALVETAT ST GILLES Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 26 LÉGUEVIN,E.M.PU,;740 DIR.EC.MAT 0121 6 CLASSES 100 %            1.00;2584 ENS.CL.MA ECMA SANS SPEC.100 %             5.00,89,NA,NA,1,5,NA,9
LA SALVETAT ST GILLES,*0312231G*,E.E.PU LES TROIS CHÊNES,1 RUE DE LA NESTE LA SALVETAT ST GILLES Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 26 LÉGUEVIN,E.E.PU,;435 DIR.EC.ELE 0119 13 CLASSES100 %            1.00;1279 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1421 CLIS.1.MEN CHME OPTION D 100 %     1.00;1933 ENS.CL.ELE ECEL SANS SPEC.100 %           11.00,90,NA,NA,1,NA,11,10
LA SALVETAT ST GILLES,*0311701F*,E.M.PU MARIE CURIE,AVENUE DU CHATEAU D'EAU LA SALVETAT ST GILLES Midi-Pyrenees France,IEN:IEN HAUTE-GARONNE 26 LÉGUEVIN,E.M.PU,;765 DIR.EC.MAT 0121 7 CLASSES 100 %    1.00;2484 ENS.CL.MA ECMA SANS SPEC.100 %             6.00,90,NA,NA,NA,6,NA,NA
LABARTHE INARD,*0310539T*,E.P.PU,8 RUE DES TILLEULS LABARTHE INARD Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.P.PU,;140 DIR.EC.ELE 0119 4 CLASSES 100 %            1.00;1144 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1668 ENS.CL.ELE ECEL SANS SPEC.100 %    1.00    1.00;2345 ENS.CL.MA ECMA SANS SPEC.100 %             1.00,90,NA,1,NA,1,1,NA
LABARTHE RIVIERE,*0311708N*,E.E.PU,19 RUE VICTOR HUGO LABARTHE RIVIERE Midi-Pyrenees France,IEN:IEN HAUTE GARONNE 13 ST GAUDENS,E.E.PU,;160 DIR.EC.ELE 0119 4 CLASSES 100 %            1.00;1233 TIT.R.BRIG 2585 SANS SPEC.100 %            1.00;1864 ENS.CL.ELE ECEL SANS SPEC.100 %            2.00;2130 ENS.CL.ELE ECEL ANGLAIS      100 %         1.00,90,NA,NA,NA,NA,1,6
